Lesson	Type	No	Name	Sentences_Kor	Sentences_Phon	Sentences_Viet	FileAudio	FileImage
Lesson1	Vocabulary	2.2.tip	Def			[MẸO] "선생(先生)" = tiên sinh (người đi trước) + "님" = kính trọng → thầy/cô giáo!		
Lesson1	Vocabulary	2.3	Exam	회사원	huê-sa-uôn	Nhân viên công ty	https://luandai123.github.io/THTH/L1Vo2.3.mp3	https://luandai123.github.io/THTH/L1Vo2.3.png
Lesson1	Vocabulary	2.3.ex	Exam	풍 씨는 회사원입니다.	phung sxi-nưn huê-sa-uô-nim-ni-ta.	Anh Phong là nhân viên công ty.	https://luandai123.github.io/THTH/L1Vo2.3.ex.mp3	
Lesson1	Vocabulary	2.3.tip	Def			[MẸO] "회사(會社)" = hội xã + "원(員)" = viên → hội xã viên = nhân viên công ty!		
Lesson1	Vocabulary	2.4	Exam	의사	ưi-sa	Bác sĩ	https://luandai123.github.io/THTH/L1Vo2.4.mp3	https://luandai123.github.io/THTH/L1Vo2.4.png
Lesson1	Vocabulary	2.4.ex	Exam	화 씨는 의사입니다.	hoa sxi-nưn ưi-sa-im-ni-ta.	Chị Hoa là bác sĩ.	https://luandai123.github.io/THTH/L1Vo2.4.ex.mp3	
Lesson1	Vocabulary	2.4.tip	Def			[MẸO] "의사(醫師)" = y sư (Hán-Việt) → bác sĩ. "Y sư" = thầy thuốc!		
Lesson1	Vocabulary	2.5	Exam	은행원	ưn-hêng-uôn	Nhân viên ngân hàng	https://luandai123.github.io/THTH/L1Vo2.5.mp3	https://luandai123.github.io/THTH/L1Vo2.5.png
Lesson1	Vocabulary	2.5.ex	Exam	박수빈 씨는 은행원입니다.	pak-ssu-pin sxi-nưn ưn-hêng-uô-nim-ni-ta.	Chị Park Su Bin là nhân viên ngân hàng.	https://luandai123.github.io/THTH/L1Vo2.5.ex.mp3	
Lesson1	Vocabulary	2.5.tip	Def			[MẸO] "은행(銀行)" = ngân hàng + "원(員)" = viên → người làm ở ngân hàng!		
Lesson1	Vocabulary	2.6	Exam	공무원	gông-mu-uôn	Công chức, viên chức	https://luandai123.github.io/THTH/L1Vo2.6.mp3	https://luandai123.github.io/THTH/L1Vo2.6.png
Lesson1	Vocabulary	2.6.ex	Exam	최정우 씨는 공무원입니다.	truê-chong-u sxi-nưn gông-mu-uô-nim-ni-ta.	Anh Choi Jeong U là công chức nhà nước.	https://luandai123.github.io/THTH/L1Vo2.6.ex.mp3	
Lesson1	Vocabulary	2.6.tip	Def			[MẸO] "공무(公務)" = việc công + "원(員)" = viên → người làm việc công = công chức!		
Lesson1	Vocabulary	2.7	Exam	관광가이드	goan-goang-ga-i-tư	Hướng dẫn viên du lịch	https://luandai123.github.io/THTH/L1Vo2.7.mp3	https://luandai123.github.io/THTH/L1Vo2.7.png
Lesson1	Vocabulary	2.7.ex	Exam	한지원 씨는 관광가이드입니다.	han-chi-uôn sxi-nưn goan-goang-ga-i-tư-im-ni-ta.	Chị Han Ji Won là hướng dẫn viên du lịch.	https://luandai123.github.io/THTH/L1Vo2.7.ex.mp3	
Lesson1	Vocabulary	2.7.tip	Def			[MẸO] "관광(觀光)" = quan sát cảnh đẹp (tham quan) + "가이드" = "guide" (tiếng Anh)!		
Lesson1	Vocabulary	2.8	Exam	주부	chu-pu	Nội trợ	https://luandai123.github.io/THTH/L1Vo2.8.mp3	https://luandai123.github.io/THTH/L1Vo2.8.png
Lesson1	Vocabulary	2.8.ex	Exam	제 어머니는 주부입니다.	chê o-mo-ni-nưn chu-pu-im-ni-ta.	Mẹ tôi là người nội trợ.	https://luandai123.github.io/THTH/L1Vo2.8.ex.mp3	
Lesson1	Vocabulary	2.8.tip	Def			[MẸO] "주부(主婦)" = chủ phụ (Hán-Việt) → người phụ nữ làm chủ việc nhà = nội trợ!		
Lesson1	Vocabulary	2.9	Exam	약사	yak-ssa	Dược sĩ	https://luandai123.github.io/THTH/L1Vo2.9.mp3	https://luandai123.github.io/THTH/L1Vo2.9.png
Lesson1	Vocabulary	2.9.ex	Exam	안 씨는 약사입니다.	an sxi-nưn yak-ssa-im-ni-ta.	Anh An là dược sĩ.	https://luandai123.github.io/THTH/L1Vo2.9.ex.mp3	
Lesson1	Vocabulary	2.9.tip	Def			[MẸO] "약(藥)" = thuốc + "사(師)" = sư → thầy thuốc = dược sĩ!		
Lesson1	Vocabulary	3	Struc	Lời chào (인사말)				
Lesson1	Vocabulary	3.1	Exam	안녕하세요?	an-nyong-ha-sê-yô?	Xin chào? (thân mật lịch sự)	https://luandai123.github.io/THTH/L1Vo3.1.mp3	https://luandai123.github.io/THTH/L1Vo3.1.png
Lesson1	Vocabulary	3.1.ex	Exam	안녕하세요? 저는 남입니다.	an-nyong-ha-sê-yô? cho-nưn na-mim-ni-ta.	Xin chào? Tôi là Nam.	https://luandai123.github.io/THTH/L1Vo3.1.ex.mp3	
Lesson1	Vocabulary	3.1.tip	Def			[MẸO] Câu chào dùng mọi lúc trong ngày, phù hợp với hầu hết tình huống!		
Lesson1	Vocabulary	3.2	Exam	안녕하십니까?	an-nyong-ha-sim-ni-kka?	Xin chào? (rất trang trọng)	https://luandai123.github.io/THTH/L1Vo3.2.mp3	https://luandai123.github.io/THTH/L1Vo3.2.png
Lesson1	Vocabulary	3.2.ex	Exam	여러분, 안녕하십니까?	yo-ro-pun, an-nyong-ha-sim-ni-kka?	Xin chào mọi người?	https://luandai123.github.io/THTH/L1Vo3.2.ex.mp3	
Lesson1	Vocabulary	3.2.tip	Def			[MẸO] Trang trọng hơn 안녕하세요?, thường dùng khi phát biểu trước đám đông.		
Lesson1	Vocabulary	3.3	Exam	안녕히 가세요.	an-nyong-hi ga-sê-yô.	Tạm biệt. (nói với người đi)	https://luandai123.github.io/THTH/L1Vo3.3.mp3	https://luandai123.github.io/THTH/L1Vo3.3.png
Lesson1	Vocabulary	3.3.ex	Exam	안녕히 가세요. 또 만나요.	an-nyong-hi ga-sê-yô. tô man-na-yô.	Tạm biệt. Hẹn gặp lại nhé.	https://luandai123.github.io/THTH/L1Vo3.3.ex.mp3	
Lesson1	Vocabulary	3.3.tip	Def			[MẸO] Dùng khi mình ở lại, người kia ra về ("đi về bình an").		
Lesson1	Vocabulary	3.4	Exam	안녕히 계세요.	an-nyong-hi kyê-sê-yô.	Tạm biệt. (nói với người ở lại)	https://luandai123.github.io/THTH/L1Vo3.4.mp3	https://luandai123.github.io/THTH/L1Vo3.4.png
Lesson1	Vocabulary	3.4.ex	Exam	안녕히 계세요. 감사합니다.	an-nyong-hi kyê-sê-yô. gam-sa-ham-ni-ta.	Tạm biệt ạ. Cảm ơn ạ.	https://luandai123.github.io/THTH/L1Vo3.4.ex.mp3	
Lesson1	Vocabulary	3.4.tip	Def			[MẸO] Dùng khi mình ra về, người kia ở lại ("ở lại bình an").		
Lesson1	Vocabulary	3.5	Exam	처음 뵙겠습니다.	cho-ưm puêp-kkêt-ssưm-ni-ta.	Rất hân hạnh (được gặp lần đầu).	https://luandai123.github.io/THTH/L1Vo3.5.mp3	https://luandai123.github.io/THTH/L1Vo3.5.png
Lesson1	Vocabulary	3.5.ex	Exam	처음 뵙겠습니다. 저는 히엔입니다.	cho-ưm puêp-kkêt-ssưm-ni-ta. cho-nưn hi-ê-nim-ni-ta.	Rất hân hạnh. Tôi là Hiền.	https://luandai123.github.io/THTH/L1Vo3.5.ex.mp3	
Lesson1	Vocabulary	3.5.tip	Def			[MẸO] Câu chào trang trọng dùng khi gặp ai đó lần đầu tiên.		
Lesson1	Vocabulary	3.6	Exam	반갑습니다.	pan-gap-ssưm-ni-ta.	Rất vui được gặp (bạn).	https://luandai123.github.io/THTH/L1Vo3.6.mp3	https://luandai123.github.io/THTH/L1Vo3.6.png
Lesson1	Vocabulary	3.6.ex	Exam	만나서 반갑습니다.	man-na-so pan-gap-ssưm-ni-ta.	Rất vui được gặp bạn.	https://luandai123.github.io/THTH/L1Vo3.6.ex.mp3	
Lesson1	Vocabulary	3.6.tip	Def			[MẸO] Câu đáp lại lời chào, thể hiện niềm vui khi gặp gỡ.		
Lesson1	Grammar	1	Struc	N + 입니다 — Là N (thể trang trọng, khẳng định)				
Lesson1	Grammar	1	Def			'이다' gắn vào sau danh từ, có nghĩa tương đương "là" trong tiếng Việt. Hình thức kính ngữ trang trọng của '이다' là '입니다', dùng trong câu trần thuật/văn viết trang trọng.		
Lesson1	Grammar	1	Form			N (có patchim/không patchim) + 입니다. Không thay đổi hình thức theo phụ âm cuối, áp dụng cho mọi danh từ.		
Lesson1	Grammar	1	Usa			Dùng trong hoàn cảnh trang trọng: tự giới thiệu lần đầu, phỏng vấn, thuyết trình, văn bản hành chính.		
Lesson1	Grammar	1.1	Exam	저는 화입니다.	cho-nưn hoa-im-ni-ta.	Tôi là Hoa.	https://luandai123.github.io/THTH/L1Gr1.1.mp3	
Lesson1	Grammar	1.2	Exam	저는 학생입니다.	cho-nưn hak-ssê-ngim-ni-ta.	Tôi là học sinh.	https://luandai123.github.io/THTH/L1Gr1.2.mp3	
Lesson1	Grammar	1.3	Exam	저는 베트남 사람입니다.	cho-nưn pê-thư-nam sa-ra-mim-ni-ta.	Tôi là người Việt Nam.	https://luandai123.github.io/THTH/L1Gr1.3.mp3	
Lesson1	Grammar	1.4	Exam	저는 회사원입니다.	cho-nưn huê-sa-uô-nim-ni-ta.	Tôi là nhân viên công ty.	https://luandai123.github.io/THTH/L1Gr1.4.mp3	
Lesson1	Grammar	2	Struc	N + 입니까? — (Là) N phải không?				
Lesson1	Grammar	2	Def			Là hình thức nghi vấn (hỏi) của '입니다', có nghĩa tương đương "...phải không?" trong tiếng Việt.		
Lesson1	Grammar	2	Form			N + 입니까? Ngữ điệu khi hỏi xuống thấp ở cuối câu, không lên cao như câu hỏi tiếng Anh.		
Lesson1	Grammar	2	Usa			Dùng để hỏi xác nhận thông tin trong hoàn cảnh trang trọng, lịch sự.		
Lesson1	Grammar	2.1	Exam	남 씨입니까?	nam sxi-im-ni-kka?	Anh là Nam phải không?	https://luandai123.github.io/THTH/L1Gr2.1.mp3	
Lesson1	Grammar	2.2	Exam	학생입니까?	hak-ssê-ngim-ni-kka?	Anh/chị là học sinh phải không?	https://luandai123.github.io/THTH/L1Gr2.2.mp3	
Lesson1	Grammar	2.3	Exam	베트남 사람입니까?	pê-thư-nam sa-ra-mim-ni-kka?	Anh/chị là người Việt Nam phải không?	https://luandai123.github.io/THTH/L1Gr2.3.mp3	
Lesson1	Grammar	2.4	Exam	디엠 씨입니까?	ti-êm sxi-im-ni-kka?	Chị là Diễm phải không?	https://luandai123.github.io/THTH/L1Gr2.4.mp3	
Lesson1	Grammar	2.5	Exam	회사원입니까?	huê-sa-uô-nim-ni-kka?	Anh/chị là nhân viên công ty phải không?	https://luandai123.github.io/THTH/L1Gr2.5.mp3	
Lesson1	Grammar	3	Struc	N + 은/는 — Trợ từ chủ đề				
Lesson1	Grammar	3	Def			Gắn vào sau danh từ để chỉ ra danh từ đó chính là chủ đề của câu (khác với chủ ngữ ngữ pháp thuần túy).		
Lesson1	Grammar	3	Form			N có patchim (phụ âm cuối) + 은 | N không có patchim + 는. Có trường hợp N+은/는 bị lược bỏ khi chủ đề đã được đề cập trước đó.		
Lesson1	Grammar	3	Usa			Dùng để nêu chủ đề đang nói tới, thường đứng đầu câu hoặc sau khi giới thiệu chủ đề mới.		
Lesson1	Grammar	3.1	Exam	저는 남입니다.	cho-nưn na-mim-ni-ta.	Tôi là Nam.	https://luandai123.github.io/THTH/L1Gr3.1.mp3	
Lesson1	Grammar	3.2	Exam	제 이름은 남입니다.	chê i-rư-mưn na-mim-ni-ta.	Tên tôi là Nam.	https://luandai123.github.io/THTH/L1Gr3.2.mp3	
Lesson1	Grammar	3.3	Exam	남 씨는 학생입니까?	nam sxi-nưn hak-ssê-ngim-ni-kka?	Anh Nam là học sinh phải không?	https://luandai123.github.io/THTH/L1Gr3.3.mp3	
Lesson1	Grammar	3.4	Exam	조민재 씨는 회사원입니다.	chô-min-chê sxi-nưn huê-sa-uô-nim-ni-ta.	Anh Cho Min Jae là nhân viên công ty.	https://luandai123.github.io/THTH/L1Gr3.4.mp3	
Lesson1	Grammar	3.5	Exam	선생님은 한국 사람입니다.	son-sêng-ni-mưn han-guk sa-ra-mim-ni-ta.	Giáo viên là người Hàn Quốc.	https://luandai123.github.io/THTH/L1Gr3.5.mp3	
Lesson1	Speaking	1	Struc	Hội thoại 1 — Choi Jeong U & Mẫn (최정우 & 만)				
Lesson1	Speaking	1.1	Exam	정우: 안녕하십니까? 저는 최정우입니다.	chong-u: an-nyong-ha-sim-ni-kka? cho-nưn truê-chong-u-im-ni-ta.	Jeong U: Xin chào? Tôi là Choi Jeong U.	https://luandai123.github.io/THTH/L1Sp1.1.mp3	
Lesson1	Speaking	1.2	Exam	만: 안녕하세요? 제 이름은 만입니다.	man: an-nyong-ha-sê-yô? chê i-rư-mưn ma-nim-ni-ta.	Mẫn: Xin chào? Tên tôi là Mẫn.	https://luandai123.github.io/THTH/L1Sp1.2.mp3	
Lesson1	Speaking	1.3	Exam	정우: 만 씨는 학생입니까?	chong-u: man sxi-nưn hak-ssê-ngim-ni-kka?	Jeong U: Anh Mẫn có phải là học sinh không?	https://luandai123.github.io/THTH/L1Sp1.3.mp3	
Lesson1	Speaking	1.4	Exam	만: 네, 학생입니다. 최정우 씨는 회사원입니까?	man: nê, hak-ssê-ngim-ni-ta. truê-chong-u sxi-nưn huê-sa-uô-nim-ni-kka?	Mẫn: Vâng, tôi là học sinh. Anh Choi Jeong U có phải là nhân viên công ty không?	https://luandai123.github.io/THTH/L1Sp1.4.mp3	
Lesson1	Speaking	1.5	Exam	정우: 네, 회사원입니다.	chong-u: nê, huê-sa-uô-nim-ni-ta.	Jeong U: Vâng, tôi là nhân viên công ty.	https://luandai123.github.io/THTH/L1Sp1.5.mp3	
Lesson1	Speaking	2	Struc	Hội thoại 2 — Park Su Bin & Hoa (박수빈 & 화)				
Lesson1	Speaking	2.1	Exam	수빈: 안녕하세요? 박수빈입니다.	su-pin: an-nyong-ha-sê-yô? pak-ssu-pi-nim-ni-ta.	Su Bin: Xin chào? Tôi là Park Su Bin.	https://luandai123.github.io/THTH/L1Sp2.1.mp3	
Lesson1	Speaking	2.2	Exam	화: 저는 화입니다. 반갑습니다.	hoa: cho-nưn hoa-im-ni-ta. pan-gap-ssưm-ni-ta.	Hoa: Tôi là Hoa. Rất vui được gặp.	https://luandai123.github.io/THTH/L1Sp2.2.mp3	
Lesson1	Speaking	2.3	Exam	수빈: 화 씨는 회사원입니까?	su-pin: hoa sxi-nưn huê-sa-uô-nim-ni-kka?	Su Bin: Chị Hoa có phải là nhân viên công ty không?	https://luandai123.github.io/THTH/L1Sp2.3.mp3	
Lesson1	Speaking	2.4	Exam	화: 아니요, 의사입니다. 박수빈 씨는 선생님입니까?	hoa: a-ni-yô, ưi-sa-im-ni-ta. pak-ssu-pin sxi-nưn son-sêng-ni-mim-ni-kka?	Hoa: Không, tôi là bác sĩ. Chị Park Su Bin có phải là giáo viên không?	https://luandai123.github.io/THTH/L1Sp2.4.mp3	
Lesson1	Speaking	2.5	Exam	수빈: 네, 한국어 선생님입니다.	su-pin: nê, han-gu-go son-sêng-ni-mim-ni-ta.	Su Bin: Vâng, tôi là giáo viên tiếng Hàn.	https://luandai123.github.io/THTH/L1Sp2.5.mp3	
Lesson1	Pronunciation	1	Struc	연음법칙 — Quy tắc nối âm (liên âm)				
Lesson1	Pronunciation	1	Def			Khi âm tiết trước kết thúc bằng phụ âm (patchim) và âm tiết sau bắt đầu bằng nguyên âm 'ㅇ', phụ âm cuối của âm trước được đọc nối liền sang nguyên âm của âm sau, thay vì đọc tách rời.		
Lesson1	Pronunciation	1	Form			Patchim + 이/은/을... → phụ âm patchim chuyển thành phụ âm đầu của âm tiết sau khi phát âm.		
Lesson1	Pronunciation	1.1	Exam	한국어	han-gu-go	tiếng Hàn Quốc → đọc nối [한구거]	https://luandai123.github.io/THTH/L1Pr1.1.mp3	
Lesson1	Pronunciation	1.2	Exam	이 사람은	i sa-ra-mưn	người này → đọc nối [이 사라믄]	https://luandai123.github.io/THTH/L1Pr1.2.mp3	
Lesson1	Pronunciation	1.3	Exam	공무원입니다	gông-mu-uô-nim-ni-ta	là công chức → đọc nối [공무워님니다]	https://luandai123.github.io/THTH/L1Pr1.3.mp3	
Lesson2	Subject	0	Subj	학교 (Trường học)				
Lesson2	Vocabulary	1	Struc	Nơi chốn (1) (장소 1)				
Lesson2	Vocabulary	1.1	Exam	학교	hak-kkyô	Trường học	https://luandai123.github.io/THTH/L2Vo1.1.mp3	https://luandai123.github.io/THTH/L2Vo1.1.png
Lesson2	Vocabulary	1.1.ex	Exam	여기는 학교입니다.	yo-gi-nưn hak-kkyô-im-ni-ta.	Đây là trường học.	https://luandai123.github.io/THTH/L2Vo1.1.ex.mp3	
Lesson2	Vocabulary	1.1.tip	Def			[MẸO] "학교(學校)" = học hiệu (Hán-Việt) → trường học. Đọc gần giống "hạc-kiêu"!		
Lesson2	Vocabulary	1.2	Exam	도서관	tô-so-goan	Thư viện	https://luandai123.github.io/THTH/L2Vo1.2.mp3	https://luandai123.github.io/THTH/L2Vo1.2.png
Lesson2	Vocabulary	1.2.ex	Exam	저기는 도서관입니다.	cho-gi-nưn tô-so-goa-nim-ni-ta.	Kia là thư viện.	https://luandai123.github.io/THTH/L2Vo1.2.ex.mp3	
Lesson2	Vocabulary	1.2.tip	Def			[MẸO] "도서(圖書)" = đồ thư (sách) + "관(館)" = quán → nơi chứa sách = thư viện!		
Lesson2	Vocabulary	1.3	Exam	은행	ưn-hêng	Ngân hàng	https://luandai123.github.io/THTH/L2Vo1.3.mp3	https://luandai123.github.io/THTH/L2Vo1.3.png
Lesson2	Vocabulary	1.3.ex	Exam	거기는 은행입니다.	ko-gi-nưn ưn-hêng-im-ni-ta.	Đó là ngân hàng.	https://luandai123.github.io/THTH/L2Vo1.3.ex.mp3	
Lesson2	Vocabulary	1.3.tip	Def			[MẸO] "은행(銀行)" = ngân hàng (Hán-Việt). Đọc là nhớ ngay!		
Lesson2	Vocabulary	1.4	Exam	백화점	pê-koa-chom	Trung tâm thương mại	https://luandai123.github.io/THTH/L2Vo1.4.mp3	https://luandai123.github.io/THTH/L2Vo1.4.png
Lesson2	Vocabulary	1.4.ex	Exam	저기는 백화점입니다.	cho-gi-nưn pê-koa-cho-mim-ni-ta.	Kia là trung tâm thương mại.	https://luandai123.github.io/THTH/L2Vo1.4.ex.mp3	
